   572	28-YEA-48 sp903916165
   573	28-YEA-48 sp903918155
   574	28-YEA-48 sp903931945
   575	28-YEA-48 sp903932565
   576	3107 sp001483205
   577	3-1-20CM-2-70-9 sp001917735
   578	3-1-20CM-2-70-9 sp001919195
   579	3-1-20CM-2-70-9 sp005879975
   580	3-1-20CM-2-70-9 sp005880575
   581	3-1-20CM-2-70-9 sp005881085
   582	3-1-20CM-2-70-9 sp005881885
   583	3-1-20CM-2-70-9 sp005882765
   584	3-1-20CM-2-70-9 sp005883775
   585	3-1-20CM-2-70-9 sp005889075
   586	3-1-20CM-2-70-9 sp005889275
   587	3-1-20CM-2-70-9 sp005889295
   588	3-1-20CM-2-70-9 sp005889445
   589	3-1-20CM-3-53-8 sp001920415
   590	3-1-20CM-4-69-9 sp001920085
   591	3-1-20CM-4-69-9 sp005883355
   592	3-1-20CM-4-69-9 sp005885085
   593	3-1-20CM-4-69-9 sp005885245
   594	3-1-20CM-4-69-9 sp005888435
   595	3-1-20CM-4-69-9 sp013816245
   596	32-111 sp001508335
   597	32-111 sp002441125
   598	33-17 sp001897445
   599	34-128 sp000405345
   600	34-128 sp000405605
   601	34-128 sp001773955
   602	34-128 sp002084865
   603	34-128 sp002849045
   604	34-128 sp003451675
   605	34-128 sp003527405
   606	34-128 sp003575245
   607	34-128 sp011056645
   608	34-128 sp014894735
   609	34-128 sp018819665
   610	34-128 sp018894595
   611	34-128 sp018903015
   612	3443-3Ac sp017357865
   613	34-65-8 sp002278985
   614	38-11 sp001509345
   615	38-11 sp003446975
   616	38-11 sp019084435
   617	39-52-133 sp002278935
   618	40-19 sp001898075
   619	40-80 sp001899145
   620	40-80 sp008017065
   621	40CM-2-53-6 sp001915065
   622	40CM-2-53-6 sp001918745
   623	40CM-2-53-6 sp001918765
   624	40CM-2-53-6 sp001919285
   625	40CM-2-53-6 sp002495485
   626	40CM-2-53-6 sp005881615
   627	40CM-2-53-6 sp005881695
   628	40CM-2-53-6 sp005882895
   629	40CM-2-53-6 sp005882905
   630	40CM-2-53-6 sp005882955
   631	40CM-2-53-6 sp005883075
   632	40CM-2-53-6 sp005883085
   633	40CM-2-53-6 sp005883695
   634	40CM-2-53-6 sp005884195
   635	40CM-2-53-6 sp005884605
   636	40CM-2-53-6 sp005888635
   637	40CM-2-53-6 sp005888745
   638	40CM-2-53-6 sp005888755
   639	40CM-2-70-7 sp003222205
   640	40CM-3-55-5 sp001914815
   641	40CM-3-55-5 sp001918935
   642	40CM-3-62-11 sp001914955
   643	40CM-4-65-16 sp001917775
   644	40CM-4-65-16 sp005879675
   645	40CM-4-65-16 sp005880345
   646	40CM-4-65-16 sp005880755
   647	40CM-4-65-16 sp005880795
   648	40CM-4-65-16 sp005880915
   649	40CM-4-65-16 sp005881275
   650	40CM-4-65-16 sp005881335
   651	40CM-4-65-16 sp005882135
   652	40CM-4-65-16 sp005883575
   653	40CM-4-65-16 sp005887685
   654	40CM-4-65-16 sp005887735
   655	40CM-4-65-16 sp005888075
   656	40CM-4-65-16 sp005889085
   657	40CM-4-65-16 sp005889135
   658	40CM-4-65-16 sp005889495
   659	40CM-4-68-19 sp001918155
   660	40CM-4-68-19 sp005879095
   661	40CM-4-68-19 sp005879315
   662	40CM-4-68-19 sp005879505
   663	40CM-4-68-19 sp005879535
   664	40CM-4-68-19 sp005879805
   665	40CM-4-68-19 sp005888115
   666	40CM-4-69-5 sp001917535
   667	40CM-68-15 sp001917585
   668	40CM-68-15 sp003220615
   669	41-12-T18 sp002163085
   670	41-12-T18 sp002163115
   671	41-12-T18 sp002400805
   672	41-12-T18 sp013215805
   673	41-269 sp001508005
   674	41-269 sp012523575
   675	41T-STBD-0c-01a sp002009425
   676	42-11 sp001508835
   677	42-54-T18 sp002162955
   678	42-54-T18 sp002163245
   679	42-54-T18 sp002402125
   680	43-108 sp001915545
   681	43-37 sp001897475
   682	4484-100 sp002049785
   683	4484-107 sp002059205
   684	4484-113 sp002050035
   685	4484-171 sp002049895
   686	4484-188 sp002049825
   687	4484-190-2 sp002050025
   688	4484-211 sp002084955
   689	4484-213 sp002085025
   690	4484-219 sp002085035
   691	4484-230 sp002085085
   692	4484-232 sp002084985
   693	4484-275 sp002085205
   694	4484-276 sp002254335
   695	4484-49 sp002085265
   696	4484-7 sp002085285
   697	4484-87 sp002085355
   698	4484-87 sp013152715
   699	4484-93 sp002085385
   700	4484-95 sp002085375
   701	45385 sp002156385
   702	45385 sp002797395
   703	4572-104 sp002084435
   704	4572-104 sp003245625
   705	4572-104 sp016342455
   706	4572-104 sp016935815
   707	4572-112 sp002254285
   708	4572-112 sp003648395
   709	4572-112 sp015493685
   710	4572-123 sp002084545
   711	4572-128 sp002084355
   712	4572-130 sp002084425
   713	4572-130 sp015486915
   714	4572-130 sp015493575
   715	4572-13 sp002084585
   716	4572-13 sp003644215
   717	4572-13 sp016782835
   718	4572-13 sp018052735
   719	4572-55 sp002084765
   720	4572-78 sp002084875
   721	46-32 sp001898405
   722	46-32 sp001898485
   723	46-32 sp003243445
   724	46-32 sp004173255
   725	46-32 sp004173355
   726	46-32 sp017998385
   727	46-47 sp001509335
   728	46-47 sp002452555
   729	46-47 sp003644575
   730	46-80 sp002382755
   731	46-80 sp002418775
   732	46-80 sp003485325
